rank_magnitude,rank_eczi,desa_pcode,nama_desa,nama_kecamatan,nama_kabkota,n_pixels,lum_2021,lum_2024,lum_2025,ntl_cagr_2021_2025,ntl_change_2024_2025,ntl_level_2025,ntl_recovery_2021_2025,quality_flag,nama_kabkota_podes,podes_count_2025,podes_cagr_2021_2025,podes_change_2024_2025,podes_level_2025,podes_diversity_shannon,podes_winsorize_flag,magnitude_2025,magnitude_cagr_2021_2025,magnitude_change_2024_2025,magnitude_perdagangan_2025,magnitude_akomamin_2025,centroid_lat,centroid_lon,count_hiburan_nightlife,count_gaya_hidup_wellness,count_retail_khusus,count_wisata_budaya,count_layanan_penunjang,transport_access_score_raw,catchment_density_1km,pulse_badge,pulse_yoy_2026,ntl_cagr_2021_2025_w,ntl_change_2024_2025_w,podes_cagr_2021_2025_w,podes_change_2024_2025_w,magnitude_cagr_2021_2025_w,magnitude_change_2024_2025_w,low_reliability_flag,n_ntl_cagr,n_ntl_change,n_podes_cagr,n_podes_change,n_mag_cagr,n_ntl_level,n_podes_level,n_podes_div,n_mag_level,n_osm_ent,n_osm_well,n_osm_spec,n_osm_tour,n_tra_access,n_tra_auto,n_tra_catch,g1,g2,g3,g4,g5,eczi_score,n_osm_lifestyle_density,magnitude_score,tipe_kawasan
48,65,ID3173070005,Mangga Dua Selatan,Sawah Besar,Kota Jakarta Pusat,5,44.139,50.72,53.687,0.0643,0.0484,53.687,1.216,medium,Jakarta Pusat,478.0,-0.0112,0.0,478.0,0.4665,False,9023967228.538042,0.2456,-0.0999,4998033123.232323,4025934105.305719,-6.1421,106.8282,0.0,3.0,1.0,0.0,46.0,133.94,132,Trend Lanjut Tumbuh,6.89,0.0643,0.0484,-0.0112,0.0,0.2456,-0.0999,0,62.5966747618158,75.01261854793721,43.147866573890354,42.52448114214831,51.46072156973072,81.20839441258539,83.79565050427536,24.406194412472534,97.49163147786574,0.0,37.08980468307378,23.981246656813145,0.0,85.50442803050886,80.84852956706567,93.1091877682484,69.32,51.83,72.38,15.27,85.48,60.63,39.15074910131681,81.71,Kawasan Komersial Sedang Naik Daun
9,66,ID3175010002,Kapuk Muara,Penjaringan,Kota Jakarta Utara,38,36.286,46.202,48.627,0.0712,0.0545,48.627,1.34,high,Jakarta Utara,767.0,0.0572,0.0,767.0,0.7519,False,6859399117.629127,0.2215,-0.3779,5174046668.738304,1685352448.8908222,-6.1222,106.7633,2.0,7.0,0.0,1.0,37.0,16.82,13,Stabil,1.0,0.0712,0.0545,0.0572,0.0,0.2215,-0.3779,0,72.90864935550158,78.25359296549159,54.89953525930127,42.52448114214831,48.07089106125613,79.23804470539581,90.20539375100026,39.33765826096055,96.32519204317715,39.62406251802891,55.63470702461066,0.0,17.376534287144,50.21177572433834,76.38499159272875,50.24600043712402,75.52,60.02,70.0,30.01,56.76,60.58,58.33054849228712,86.89,Kawasan Komersial Sedang Naik Daun
202,67,ID3174050009,Tambora,Tambora,Kota Jakarta Barat,2,34.923,43.798,46.867,0.07645,0.0713999999999999,46.867,1.342,low,Jakarta Barat,94.0,0.0285,0.0,94.0,0.9937,False,1243568535.732255,0.0784,-0.2198,1046460032.4051732,197108503.32708168,-6.1446,106.8088,0.0,0.0,3.0,0.0,9.0,140.43,187,Trend Lanjut Tumbuh,10.74,0.07645,0.0713999999999999,0.0285,0.0,0.0784,-0.2198,0,80.75471698113208,87.23268602396192,49.968645036036754,42.52448114214831,27.94289331176598,78.50526002073839,61.8298101836206,51.988071570576544,89.06266057647197,0.0,0.0,47.96249331362629,0.0,86.32332312541651,48.35155381807434,99.6985788071858,82.27,51.87,55.72,11.99,78.84,60.2,33.722619737900224,69.82,Awal Pertumbuhan
164,68,ID3173010006,Kebon Kacang,Tanah Abang,Kota Jakarta Pusat,3,84.377,79.052,88.261,0.0113,0.0842,88.261,1.046,low,Jakarta Pusat,89.0,0.0437,0.0,89.0,1.8739,False,6251792306.893727,0.5611,-0.2229,1395244428.282828,4856547878.610899,-6.1903,106.817,1.0,2.0,0.0,0.0,34.0,253.49,162,Stabil,1.21,0.022415,0.0842,0.0437,0.0,0.5611,-0.2229,0,0.0,94.03341922801052,52.58012696612807,42.52448114214831,95.8379632885577,91.15113523773417,61.09571786890236,98.0380872658784,95.93072138331678,25.0,29.392974790871936,0.0,0.0,96.56427790360952,74.65808914517115,96.98181693296148,42.62,58.28,95.88,15.68,91.15,60.12,33.722619737900224,73.04,Kawasan Komersial Mapan
64,69,ID3173020003,Cikini,Menteng,Kota Jakarta Pusat,3,68.018,65.815,71.725,0.0189,0.0405,71.725,1.055,low,Jakarta Pusat,144.0,0.0746,0.0,144.0,1.238,False,6524320302.89362,0.4446,-0.2433,1032098618.181818,5492221684.711802,-6.1916,106.8395,8.0,1.0,1.0,1.0,47.0,206.6,121,Mulai Melambat,-12.67,0.022415,0.0405,0.0746,0.0,0.4446,-0.2433,0,0.0,70.81529102356349,57.88899483716897,42.52448114214831,79.45143821647103,86.99334244481756,67.57110698267769,64.7692790624673,96.11218991032912,79.24812503605781,18.54490234153689,23.981246656813145,17.376534287144,93.01413684396864,81.2906261701316,91.46555506954856,35.15,58.1,87.02,39.94,89.85,59.94,60.447163593225696,80.42,Kawasan Komersial Mapan
117,70,ID3173080004,Kebon Kelapa,Gambir,Kota Jakarta Pusat,4,61.6,70.024,78.619,0.07335,0.1235,78.619,1.276,low,Jakarta Pusat,52.0,-0.3464,-0.0545,52.0,1.6482,False,6925290232.177202,0.1556,-0.29,305806997.979798,6619483234.197404,-6.1642,106.8245,1.0,5.0,2.0,1.0,48.0,177.24,150,Trend Lanjut Tumbuh,12.29,0.07335,0.0954299999999999,-0.2623399999999999,-0.0545,0.1556,-0.29,0,76.12180085933122,100.0,0.0,31.440599546476093,38.80160348829037,88.83130670305852,53.90624323667485,86.22998849011196,96.36585099865285,25.0,47.93787713240882,38.00937667159343,17.376534287144,90.35596067784788,81.72360672659697,95.52586904602371,85.2,31.82,64.97,32.72,88.97,59.82,56.012058970266935,75.56,Kawasan Komersial Sedang Naik Daun
99,71,ID3173030006,Bungur,Senen,Kota Jakarta Pusat,3,51.577,53.294,55.64,0.0168,0.0371,55.64,1.079,low,Jakarta Pusat,886.0,0.4618619999999988,0.0,886.0,0.4265,True,10028255413.150871,0.9573,0.0086,7807634917.171717,2220620495.9791546,-6.1716,106.8477,0.0,0.0,0.0,0.0,12.0,154.82,65,Stabil,-4.23,0.022415,0.0371,0.3197049999999998,0.0,0.590689999999999,0.0086,0,0.0,69.00884626623808,100.0,42.52448114214831,100.0,81.92049397090318,92.16128955662982,22.31348749607617,97.940416622563,0.0,0.0,0.0,0.0,88.01249236323311,53.86089194935016,79.7684050425493,33.78,76.25,99.06,0.0,78.24,59.81,0.0,76.62,Aktivitas Rendah
141,72,ID3173010003,Karet Tengsin,Tanah Abang,Kota Jakarta Pusat,7,55.089,73.825,73.739,0.0582,-0.0012,73.739,1.339,medium,Jakarta Pusat,88.0,0.0273,0.0,88.0,1.7188,False,3594133134.0838184,0.3031,-0.2338,678509276.7676767,2915623857.3161416,-6.2071,106.8165,0.0,4.0,0.0,2.0,20.0,222.12,85,Trend Lanjut Tumbuh,14.52,0.0582,-0.0012,0.0273,0.0,0.3031,-0.2338,0,53.48029142536896,48.65977738224903,49.76247540997691,42.52448114214831,59.548491455095366,87.54770626955349,60.94401349226871,89.92361619755154,93.57642058427795,0.0,43.05992976375693,0.0,27.54115523761867,94.27097501545528,63.9313573886234,84.8079856708854,57.75,56.14,75.02,15.36,85.27,59.54,47.33568125293554,74.54,Kawasan Komersial Mapan
129,73,ID3171050002,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,9,32.375,45.429,42.919,0.0754,-0.037,42.919,1.326,medium,Jakarta Selatan,123.0,0.1067,0.0336,123.0,1.2652,False,3200268523.854784,0.0649,-0.165,1876452633.216839,1323815890.6379452,-6.2546,106.7801,0.0,3.0,2.0,0.0,24.0,114.18,35,Mulai Melambat,-6.26,0.0754,-0.037,0.1067,0.0336,0.0649,-0.165,0,79.18550345600596,29.638976702175707,63.40403233426971,49.35784667636091,26.04402559954993,76.75837963078884,65.44689312587336,66.19231976561683,93.0827855663582,0.0,37.08980468307378,38.00937667159343,0.0,82.74423713074007,67.59257156374534,68.22795856972081,64.33,61.32,56.52,18.77,76.78,59.5,43.58585372427559,74.89,Kawasan Komersial Sedang Naik Daun
249,74,ID3171100006,Pasar Manggis,Setia Budi,Kota Jakarta Selatan,3,39.4,51.385,51.162,0.0617,-0.0408,51.162,1.299,low,Jakarta Selatan,86.0,0.151,0.0,86.0,1.3209,False,3385139056.467323,0.6554,-0.239,2430386989.886017,954752066.581306,-6.2105,106.8416,0.0,0.0,0.0,0.0,17.0,140.05,44,Trend Lanjut Tumbuh,7.45,0.0617,-0.0408,0.151,0.0,0.590689999999999,-0.239,0,58.71100317578928,27.62000903222379,71.01512769631216,42.52448114214831,100.0,80.24906843523885,60.63542292572903,69.10641414669875,93.32163389009249,0.0,0.0,0.0,0.0,86.27642118878192,60.6943760868515,72.47647217761191,53.23,61.91,96.96,0.0,77.81,59.43,0.0,64.85,Awal Pertumbuhan
14,75,ID3171020001,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,14,32.77,42.33,42.311,0.06455,0.0055499999999999,42.311,1.291,high,Jakarta Selatan,266.0,0.037,0.0076,266.0,1.1757,False,4146881882.286348,0.0224,-0.0569,1523319480.8402386,2623562401.44611,-6.2912,106.8127,0.0,26.0,1.0,1.0,21.0,144.77,27,Stabil,-3.82,0.06455,0.0055499999999999,0.037,0.0076,0.0224,-0.0569,0,62.97029702970296,52.24610153282146,51.42901322062728,44.07012334631545,20.066108727758657,76.47547558314515,75.86031248116564,61.50988804017997,94.18482540414148,0.0,88.1789243726158,23.981246656813145,17.376534287144,86.85022892225322,64.90822249837855,63.44308908941328,62.09,57.75,53.76,30.94,77.85,59.16,81.91192289631661,86.23,Kawasan Komersial Sedang Naik Daun
1,76,ID3172030007,Ceger,Cipayung,Kota Jakarta Timur,15,27.251,36.808,33.457,0.0472,-0.091,33.457,1.228,high,Jakarta Timur,387.0,0.1884,-0.0325,387.0,1.0956,False,5297770740.282035,0.3915,0.0191,1744443354.8324192,3553327385.449616,-6.3081,106.8928,6.0,0.0,1.0,53.0,3.0,174.9,54,Mulai Melambat,-5.13,0.0472,-0.091,0.1884,-0.0325,0.3915,0.0191,0,37.04091163833364,0.9483834975958392,77.44074770851054,35.91482697959149,71.98255854842121,71.83438444075857,80.93495661515702,57.31924244009626,95.22650461231618,70.1838730514401,0.0,23.981246656813145,100.0,90.1255822466492,29.11053607240334,76.29711667015852,32.31,67.15,82.55,46.06,72.8,59.08,100.0,91.89,Kawasan Komersial Mapan
67,77,ID3175020001,Pademangan Barat,Pademangan,Kota Jakarta Utara,5,36.61,47.824,46.867,0.0636,-0.0089,46.867,1.28,medium,Jakarta Utara,376.0,0.004,0.008,376.0,0.9435,False,4223904821.9811473,0.1783,-0.3421,2929794905.868552,1294109916.1125956,-6.1349,106.8368,0.0,3.0,2.0,0.0,48.0,131.79,116,Mulai Melambat,-5.16,0.0636,-0.0089,0.004,0.008,0.1783,-0.3421,0,61.55053241173174,44.56871131418856,45.75934850398167,44.15147293600846,41.99451438216476,78.50526002073839,80.54446851190407,49.36172439049911,94.26309428259748,0.0,37.08980468307378,38.00937667159343,0.0,85.22443618738087,81.72360672659697,90.66881227790256,59.42,55.34,65.75,18.77,85.17,59.04,43.58585372427559,80.01,Kawasan Komersial Sedang Naik Daun
32,78,ID3171020006,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,12,30.296,38.02,38.603,0.05165,-0.0097,38.603,1.274,high,Jakarta Selatan,165.0,0.0174,0.1379,165.0,1.461,False,4061378919.473671,0.3383,-0.0795,1758741582.424639,2302637337.049032,-6.273,106.8351,0.0,23.0,1.0,0.0,35.0,82.5,25,Stabil,-0.86,0.05165,-0.0097,0.0174,0.1379,0.3383,-0.0795,0,43.6913880067252,44.14366548893553,48.06157599498323,70.56975218881252,64.49961319361425,74.65914014605073,69.40750532761592,76.436120121377,94.09621825468189,0.0,85.02768181548261,23.981246656813145,0.0,77.13701845671899,75.24964412305317,62.03211966504948,48.98,62.1,77.95,27.25,74.4,58.97,78.30149820263362,83.53,Kawasan Komersial Mapan
61,79,ID3172050002,Batu Ampar,Kramat Jati,Kota Jakarta Timur,11,27.385,36.142,36.117,0.0679,-0.0017,36.117,1.319,high,Jakarta Timur,401.0,0.063,0.0,401.0,0.8484,False,3643187323.207613,0.28,-0.1613,2066494435.7245584,1576692887.4830546,-6.2788,106.8611,0.0,6.0,0.0,0.0,7.0,177.53,22,Stabil,0.12,0.0679,-0.0017,0.063,0.0,0.28,-0.1613,0,67.976835419391,48.39412374146588,55.896021785257176,42.52448114214831,56.29931781419235,73.3434942293098,81.41623132112808,44.38631369676677,93.6340743910535,0.0,52.06212286759118,0.0,0.0,90.38430097416229,43.665804108605016,59.69784815820736,63.16,58.62,73.27,13.02,74.1,58.95,47.33568125293554,80.71,Awal Pertumbuhan
131,80,ID3172040004,Halim Perdana Kusumah,Makasar,Kota Jakarta Timur,51,19.467,29.468,27.955,0.0516,-0.0936,27.955,1.436,high,Jakarta Timur,184.0,0.3125,1.9677,184.0,0.7172,False,2162709590.968178,0.4262,0.5988,1408973478.903108,753736112.06507,-6.2658,106.8933,0.0,4.0,0.0,0.0,17.0,43.45,9,Stabil,2.27,0.0516,-0.092785,0.3125,0.2826099999999992,0.4262,0.2527349999999995,0,43.61666355314777,0.0,98.76212320353244,100.0,76.86335185315434,68.30387835351566,70.87886155879511,37.52223501098671,91.41615933641162,0.0,43.05992976375693,0.0,0.0,66.14602142253439,60.6943760868515,43.83977956475886,35.01,84.0,83.48,10.76,61.44,58.88,39.15074910131681,74.8,Aktivitas Rendah
126,81,ID3174060003,Taman Sari,Taman Sari,Kota Jakarta Barat,3,44.018,52.393,54.1,0.0529,0.0326,54.1,1.229,low,Jakarta Barat,142.0,0.0784,0.0,142.0,1.6531,False,6720426985.765358,0.291,-0.1937,938577554.8376294,5781849430.927729,-6.1529,106.8244,0.0,3.0,0.0,0.0,10.0,137.22,88,Trend Lanjut Tumbuh,5.48,0.0529,0.0326,0.0784,0.0,0.291,-0.1937,0,45.55949934616103,66.61796349918976,58.5418653196918,42.52448114214831,57.8465433574795,81.36107914196431,67.38252894489696,86.48634508737052,96.23814145451588,0.0,37.08980468307378,0.0,0.0,85.92309840909019,50.35295446217687,85.46082817705677,57.67,60.94,75.3,9.27,76.96,58.74,33.722619737900224,75.08,Aktivitas Rendah
153,82,ID3174010003,Meruya Selatan,Kembangan,Kota Jakarta Barat,13,30.223,41.614,42.57,0.0879,0.023,42.57,1.409,high,Jakarta Barat,159.0,0.0233,0.0127,159.0,1.3321,False,2721395883.5435886,0.2283,-0.2049,1661390154.5401716,1060005729.003417,-6.2093,106.7335,0.0,3.0,0.0,0.0,8.0,40.55,8,Stabil,1.98,0.0879,0.023,0.0233,0.0127,0.2283,-0.2049,0,97.86661685036428,61.51741359615334,49.075243323110776,45.10733061490129,49.02735776074273,76.59647148496745,68.90766727216017,69.69237208328974,92.39342144979906,0.0,37.08980468307378,0.0,0.0,64.96988185244604,46.13910805064984,41.83378126514232,83.72,56.14,68.74,9.27,56.79,58.65,33.722619737900224,73.61,Awal Pertumbuhan
81,83,ID3171030001,Lebak Bulus,Cilandak,Kota Jakarta Selatan,16,31.399,40.569,40.07,0.05955,-0.01515,40.07,1.276,high,Jakarta Selatan,143.0,0.0448,0.0214,143.0,1.2651,False,3737148889.58668,0.3404,0.2386,1274049020.3391085,2463099869.247571,-6.301,106.7787,0.0,7.0,1.0,1.0,18.0,150.14,21,Trend Lanjut Tumbuh,17.75,0.05955,-0.01515,0.0448,0.0214,0.3404,0.2386,0,55.49785167195965,41.24804080439923,52.76911579001625,46.87668419072419,64.79499261551453,75.39728943359255,67.47714535884552,66.18708799832584,93.74237243357976,0.0,55.63470702461066,23.981246656813145,17.376534287144,87.48088334182223,61.82972355652707,58.85151440997816,54.66,57.16,77.95,22.8,76.77,58.65,56.012058970266935,78.32,Kawasan Komersial Sedang Naik Daun
19,84,ID3174030001,Palmerah,Palmerah,Kota Jakarta Barat,10,37.899,47.723,48.4,0.05285,0.0317,48.4,1.277,high,Jakarta Barat,512.0,0.0039,0.0281,512.0,1.0915,False,6975047644.656048,0.1552,-0.1769,5415700373.89069,1559347270.7653575,-6.2011,106.7894,0.0,6.0,4.0,0.0,22.0,101.45,58,Stabil,3.89,0.05285,0.0317,0.0039,0.0281,0.1552,-0.1769,0,45.4847748925836,66.1397869457801,45.74216770181002,48.23928981808206,38.74534074126174,79.14500519491241,84.72672410446579,57.10473998116563,96.39629889729989,0.0,52.06212286759118,55.68273036287808,0.0,80.70249770482819,65.84165674877455,77.63376183220139,57.12,58.28,64.95,26.94,76.53,58.62,58.33054849228712,85.28,Kawasan Komersial Mapan
72,85,ID3174010001,Joglo,Kembangan,Kota Jakarta Barat,18,29.458,39.279,41.588,0.07935,0.02865,41.588,1.412,high,Jakarta Barat,420.0,-0.0378,0.0048,420.0,0.9744,False,5495760151.587392,0.1637,-0.2175,4606581792.134112,889178359.4532795,-6.2191,106.739,0.0,3.0,0.0,0.0,21.0,80.09,18,Stabil,-4.03,0.07935,0.02865,-0.0378,0.0048,0.1637,-0.2175,0,85.0887352886232,64.5192997370029,38.57777319623055,43.5006762184644,39.94092411562,76.13384647552306,82.04324579019999,50.978340483415295,95.38254972895632,0.0,37.08980468307378,0.0,0.0,76.62646730580205,64.90822249837855,56.06027598341362,77.6,52.98,65.14,9.27,70.61,58.51,33.722619737900224,79.05,Awal Pertumbuhan
51,86,ID3171090001,Menteng Dalam,Tebet,Kota Jakarta Selatan,10,43.151,54.678,54.293,0.05935,-0.0113499999999999,54.293,1.258,high,Jakarta Selatan,333.0,-0.0015,-0.006,333.0,1.2606,False,6661962764.206335,0.281,0.038,1246352302.5056496,5415610461.7006855,-6.2314,106.8411,0.0,5.0,1.0,0.0,32.0,126.26,63,Stabil,-4.21,0.05935,-0.0113499999999999,-0.0015,-0.006,0.281,0.038,0,55.19895385764991,43.2670084743512,44.81440438454073,41.30423729675321,56.43997468176392,81.43203865672342,78.90018836669144,65.95165847023125,96.2009808902673,0.0,47.93787713240882,23.981246656813145,0.0,84.48290679313665,73.42250848750179,79.18253191373549,56.09,55.93,74.51,17.98,80.92,58.46,47.33568125293554,81.24,Kawasan Komersial Sedang Naik Daun
111,87,ID3174070002,Rawa Buaya,Cengkareng,Kota Jakarta Barat,15,31.083,42.161,40.324,0.0652,-0.0379,40.324,1.297,high,Jakarta Barat,191.0,0.2762,0.0,191.0,0.8733,False,3218142324.5189137,0.3146,-0.223,2999132876.377712,219009448.14120185,-6.1629,106.7364,0.0,3.0,1.0,0.0,12.0,34.33,13,Trend Lanjut Tumbuh,12.51,0.0652,-0.0379,0.2762,0.0,0.3146,-0.223,0,63.94171492620959,29.160800148766043,92.52549201522224,42.52448114214831,61.1660454321683,75.52241150526035,71.38312006047443,45.6890237522235,93.10647275719278,0.0,37.08980468307378,23.981246656813145,0.0,62.142907210923305,53.86089194935016,50.24600043712402,55.73,70.48,75.68,15.27,58.29,58.45,39.15074910131681,75.8,Kawasan Komersial Sedang Naik Daun
93,88,ID3171050006,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan,14,39.582,48.391,50.011,0.0611499999999999,0.04325,50.011,1.263,high,Jakarta Selatan,132.0,-0.1085,0.1579,132.0,1.5254,False,4283283158.6903343,0.1952,0.0715,2028784581.3008635,2254498577.3894706,-6.2171,106.7869,0.0,5.0,2.0,0.0,15.0,132.53,20,Mulai Melambat,-8.98,0.0611499999999999,0.04325,-0.1085,0.1579,0.1952,0.0715,0,57.88903418643735,72.2763860478708,26.43094606087159,74.63723167346288,44.37161544412412,79.79625249785785,66.39822848248154,79.80537825677514,94.3224649718451,0.0,47.93787713240882,38.00937667159343,0.0,85.32131385554528,58.22107214480668,57.96580241740593,65.74,54.03,67.08,21.49,74.44,58.45,50.58392960685033,77.2,Kawasan Komersial Sedang Naik Daun
100,89,ID3172090005,Rawamangun,Pulo Gadung,Kota Jakarta Timur,11,37.793,49.616,48.566,0.0606,-0.0256,48.566,1.285,high,Jakarta Timur,238.0,0.0199,0.0,238.0,1.4214,False,5038394038.794468,0.3245,0.0177,1362007696.273004,3676386342.521464,-6.1959,106.8824,0.0,3.0,0.0,0.0,37.0,168.95,46,Trend Lanjut Tumbuh,6.92,0.0606,-0.0256,0.0199,0.0,0.3245,0.0177,0,57.06706519708574,35.695879712031456,48.49109604927456,42.52448114214831,62.55854842112674,79.21308477983958,74.35613872610244,74.36434027414461,95.0130105684548,0.0,37.08980468307378,0.0,0.0,89.52569910137251,76.38499159272875,73.30440150260732,54.52,57.42,77.31,9.27,83.81,58.41,33.722619737900224,76.56,Awal Pertumbuhan
182,90,ID3174030006,Jati Pulo,Palmerah,Kota Jakarta Barat,2,44.473,55.594,57.549,0.0661,0.03475,57.549,1.294,low,Jakarta Barat,191.0,0.0013,0.0,191.0,1.2703,False,3687714470.606345,0.0706,-0.211,2211590790.134644,1476123680.471701,-6.1788,106.8038,0.0,1.0,0.0,0.0,17.0,237.9,75,Trend Lanjut Tumbuh,6.86,0.0661,0.03475,0.0013,0.0,0.0706,-0.211,0,65.28675509060339,67.7602741545573,45.29546684534703,42.52448114214831,26.845769744707816,82.59320586581403,71.38312006047443,66.45913989745736,93.6857393218162,0.0,18.54490234153689,0.0,0.0,95.46224390800155,60.6943760868515,82.45445328799212,68.89,54.39,57.23,4.64,84.82,58.3,16.861309868950112,71.63,Awal Pertumbuhan
34,91,ID3171020003,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,10,28.162,35.061,36.674,0.0594,0.03345,36.674,1.302,high,Jakarta Selatan,395.0,0.0785,0.0,395.0,1.1264,False,6296311363.144197,0.3351,0.0028,1578712916.5071564,4717598446.637041,-6.3098,106.8309,0.0,8.0,0.0,0.0,4.0,91.9,15,Stabil,-0.02,0.0594,0.03345,0.0785,0.0,0.3351,0.0028,0,55.27367831122736,67.06957468852112,58.55904612186345,42.52448114214831,64.04951121738527,73.64577345830988,81.21205603814468,58.93062676572146,95.96089954025882,0.0,58.78594958174387,0.0,0.0,78.99668670730358,33.79628578187267,52.788354609157,61.78,61.38,78.55,14.7,63.77,58.24,53.44908771065096,83.03,Kawasan Komersial Sedang Naik Daun
236,92,ID3173040002,Kampung Rawa,Johar Baru,Kota Jakarta Pusat,1,46.909,52.424,55.206,0.0416,0.0531,55.206,1.177,low,Jakarta Pusat,139.0,0.4219,0.0146,139.0,0.9075,False,2774673834.370299,0.3564,0.0743,2350891296.969697,423782537.400602,-6.1796,106.8556,0.0,0.0,0.0,0.0,1.0,138.47,30,Stabil,-3.03,0.0416,0.0531,0.3197049999999998,0.0146,0.3564,0.0743,0,28.67177283766112,77.5097627712988,100.0,45.49374116594308,67.04550249665948,81.76439497029516,67.09465808107794,47.47828816574239,92.47587928387745,0.0,0.0,0.0,0.0,86.08004335238213,14.55526803620167,65.38096790901989,51.76,73.1,78.6,0.0,65.09,58.21,0.0,66.37,Aktivitas Rendah
101,93,ID3174030002,Slipi,Palmerah,Kota Jakarta Barat,4,46.482,56.068,57.13,0.0582499999999999,0.0333,57.13,1.229,low,Jakarta Barat,246.0,-0.0156,0.0041,246.0,0.9406,False,2792046631.522558,0.1667,-0.1758,1477989942.675347,1314056688.8472114,-6.194,106.8013,1.0,3.0,0.0,0.0,27.0,152.98,104,Trend Lanjut Tumbuh,19.14,0.0582499999999999,0.0333,-0.0156,0.0041,0.1667,-0.1758,0,53.55501587894624,66.98987859628616,42.3919112783376,43.35831443650163,40.36289471833467,82.44745282882288,74.80317171284698,49.210003139060376,92.50242502069712,25.0,37.08980468307378,0.0,0.0,87.80541332565772,69.97233943570183,88.60849332987554,62.29,52.26,64.06,17.61,83.47,58.05,39.15074910131681,76.52,Kawasan Komersial Sedang Naik Daun
132,94,ID3174020007,Kedoya Utara,Kebon Jeruk,Kota Jakarta Barat,13,44.897,57.203,59.885,0.0738,0.0905,59.885,1.334,high,Jakarta Barat,146.0,-0.0858,0.0,146.0,1.2865,False,3346141152.3426456,0.1591,-0.221,2934403389.8371863,411737762.5054595,-6.1682,106.7612,1.0,2.0,1.0,0.0,38.0,19.54,53,Stabil,3.41,0.0738,0.0905,-0.0858,0.0,0.1591,-0.221,0,76.79432094152811,97.38065510187818,30.330988153836916,42.52448114214831,39.29390252479082,83.38715864124215,67.75710167830997,67.30668619859789,93.2723537996734,25.0,29.392974790871936,23.981246656813145,0.0,52.68813909101021,76.93044597467508,75.94776055000273,83.9,47.61,63.83,21.68,62.24,57.92,39.15074910131681,74.79,Kawasan Komersial Sedang Naik Daun
253,95,ID3172040005,Cipinang Melayu,Makasar,Kota Jakarta Timur,12,33.141,44.038,42.303,0.0611499999999999,-0.04945,42.303,1.276,high,Jakarta Timur,93.0,0.2348,0.0109,93.0,1.5716,False,2174817265.6895165,0.4015,-0.1518,1221110348.3826933,953706917.3068234,-6.2498,106.9059,0.0,0.0,0.0,0.0,10.0,97.26,14,Trend Lanjut Tumbuh,8.91,0.0611499999999999,-0.04945,0.2348,0.0109,0.4015,-0.1518,0,57.88903418643735,23.024201046675348,85.41263991615773,44.74125746128275,73.38912722413681,76.47172674824945,61.68613264757297,82.22245474521294,91.43990272691428,0.0,0.0,0.0,0.0,79.9745457201401,50.35295446217687,51.55958154504077,50.82,69.93,81.59,0.0,68.31,57.91,0.0,64.23,Awal Pertumbuhan
116,96,ID3173060006,Kebon Kosong,Kemayoran,Kota Jakarta Pusat,4,49.505,56.499,55.516,0.02905,-0.0167,55.516,1.121,low,Jakarta Pusat,126.0,0.1667,0.1887,126.0,1.7093,False,6452824443.521063,0.4284,-0.0968,3172747604.040404,3280076839.4806595,-6.1581,106.8536,1.0,2.0,0.0,1.0,9.0,92.98,41,Stabil,2.05,0.02905,-0.0167,0.1667,0.1887,0.4284,-0.0968,0,9.915934989725384,40.424514517971474,73.71251363726175,80.90115007982442,77.17279696181177,81.87601664245443,65.77146795560625,89.4265983049074,96.06532700870224,25.0,29.392974790871936,0.0,17.376534287144,79.19817990378905,48.35155381807434,71.16289106969519,30.81,74.98,85.76,18.58,70.28,57.86,39.15074910131681,75.59,Kawasan Komersial Mapan
208,97,ID3171080004,Pancoran,Pancoran,Kota Jakarta Selatan,4,40.636,50.744,51.071,0.0584,0.00545,51.071,1.257,low,Jakarta Selatan,116.0,0.0568,0.0087,116.0,1.3273,False,2849209560.206265,0.4127,0.0336,650872869.0862837,2198336691.119982,-6.2475,106.8407,0.0,1.0,0.0,0.0,22.0,120.97,41,Trend Lanjut Tumbuh,19.32,0.0584,0.00545,0.0568,0.0087,0.4127,0.0336,0,53.77918923967869,52.19297080466488,54.83081205061466,44.29383471797122,74.96448414093828,80.21363357809435,64.6579425528658,69.44124725332217,92.5886189247946,0.0,18.54490234153689,0.0,0.0,83.74276452305882,65.84165674877455,71.16289106969519,57.72,57.05,82.98,4.64,77.38,57.84,16.861309868950112,69.06,Awal Pertumbuhan
